query_entity_label,entity_resolution_status,query_entity_pk,interaction_type,relation_category,sources,source_count,seed_role,partner_label,partner_entity_type,partner_canonical_identifier,evidence_count,subject_label,predicate,object_label,relation_pk
Azelate,resolved,dae8e667-770c-5d34-a381-8fd25179bc58,associated_with,association,macdb,1,object,Colorectal Cancer (CRC),Cv Term:OM:0012,46,4,Colorectal Cancer (CRC),associated_with,azelaic acid,19008c4a-0db7-7493-c5b5-31fc73bf55d2
Azelate,resolved,dae8e667-770c-5d34-a381-8fd25179bc58,associated_with,association,macdb,1,object,Colorectal Cancer (CRC) Operation,Cv Term:OM:0012,49,18,Colorectal Cancer (CRC) Operation,associated_with,azelaic acid,43c21165-83c1-ddeb-d2f5-8068b7c61dd1
Azelate,resolved,dae8e667-770c-5d34-a381-8fd25179bc58,associated_with,association,macdb,1,object,Colorectal Cancer (CRC) stage,Cv Term:OM:0012,52,3,Colorectal Cancer (CRC) stage,associated_with,azelaic acid,b4ea4536-efc7-cde8-6613-f7c4575aea57
Azelate,resolved,dae8e667-770c-5d34-a381-8fd25179bc58,associated_with,association,macdb,1,object,Cutaneous T-Cell Lymphoma,Cv Term:OM:0012,237,2,Cutaneous T-Cell Lymphoma,associated_with,azelaic acid,192887ac-1b94-be76-7ae2-85d8ce170922
Azelate,resolved,dae8e667-770c-5d34-a381-8fd25179bc58,associated_with,association,macdb,1,object,Hepatocellular Carcinoma,Cv Term:OM:0012,91,1,Hepatocellular Carcinoma,associated_with,azelaic acid,508473f0-91e8-3fba-b2f8-e260a9295714
Azelate,resolved,dae8e667-770c-5d34-a381-8fd25179bc58,associated_with,association,macdb,1,object,Lung Cancer(LC),Cv Term:OM:0012,113,5,Lung Cancer(LC),associated_with,azelaic acid,abf1388e-2cf9-5c55-969c-762a36bbeb6b
Azelate,resolved,dae8e667-770c-5d34-a381-8fd25179bc58,associated_with,association,macdb,1,object,Lung Cancer(LC)  with emphysema(E),Cv Term:OM:0012,215,1,Lung Cancer(LC)  with emphysema(E),associated_with,azelaic acid,5e961ab5-98e8-fa38-d3e5-7db84f9b0c4b
Azelate,resolved,dae8e667-770c-5d34-a381-8fd25179bc58,associated_with,association,macdb,1,object,Lung Cancer(LC) with Chronic obstructive pulmonary disease (COPD),Cv Term:OM:0012,115,1,Lung Cancer(LC) with Chronic obstructive pulmonary disease (COPD),associated_with,azelaic acid,903052bb-050e-deed-6353-eaab98cba7aa
Azelate,resolved,dae8e667-770c-5d34-a381-8fd25179bc58,associated_with,association,macdb,1,object,Non-Small Cell Lung Cancer (NSCLC),Cv Term:OM:0012,145,1,Non-Small Cell Lung Cancer (NSCLC),associated_with,azelaic acid,c1bdd2cc-84cd-2100-7da5-11e222112802
Azelate,resolved,dae8e667-770c-5d34-a381-8fd25179bc58,associated_with,association,macdb,1,object,Non–Small Cell Carcinoma,Cv Term:OM:0012,144,1,Non–Small Cell Carcinoma,associated_with,azelaic acid,a9e8b4bc-d075-095a-b5dd-882fa561f9f2
Azelate,resolved,dae8e667-770c-5d34-a381-8fd25179bc58,associated_with,association,macdb,1,object,Ovarian Cancer,Cv Term:OM:0012,153,1,Ovarian Cancer,associated_with,azelaic acid,4eca895b-b7c6-17ca-45d8-a18772becc0f
Azelate,resolved,dae8e667-770c-5d34-a381-8fd25179bc58,associated_with,association,macdb,1,object,Papillary Thyroid Cancer,Cv Term:OM:0012,270,1,Papillary Thyroid Cancer,associated_with,azelaic acid,5f3e331e-4457-8b3a-f585-045962a0cfb9
Azelate,resolved,dae8e667-770c-5d34-a381-8fd25179bc58,associated_with,association,macdb,1,object,Prostate Cancer (Pca),Cv Term:OM:0012,170,2,Prostate Cancer (Pca),associated_with,azelaic acid,7fd57a5b-a077-b3fa-5a47-0e17c255c7d0
Azelate,resolved,dae8e667-770c-5d34-a381-8fd25179bc58,associated_with,association,macdb,1,object,Squamous Cell Carcinoma (SCC),Cv Term:OM:0012,121,1,Squamous Cell Carcinoma (SCC),associated_with,azelaic acid,0200dfd8-7375-40a2-9f69-01ab1b92bddd
Azelate,resolved,dae8e667-770c-5d34-a381-8fd25179bc58,has_participant,association,metatlas,1,object,4abebd2ada10598dcae04ff6a50f9362305d4e35a3c7b9ed4055582d4f82ccf0,Reaction:OM:0015,4abebd2ada10598dcae04ff6a50f9362305d4e35a3c7b9ed4055582d4f82ccf0,2,4abebd2ada10598dcae04ff6a50f9362305d4e35a3c7b9ed4055582d4f82ccf0,has_participant,azelaic acid,81431669-9073-ee94-cfb9-dbd24e9bd615
Azelate,resolved,dae8e667-770c-5d34-a381-8fd25179bc58,has_participant,association,metatlas,1,object,819ff94dd91d27dc9786584783e681a3f4410c69f72b656c86125d7c1c284c53,Reaction:OM:0015,819ff94dd91d27dc9786584783e681a3f4410c69f72b656c86125d7c1c284c53,2,819ff94dd91d27dc9786584783e681a3f4410c69f72b656c86125d7c1c284c53,has_participant,azelaic acid,464510b7-a69d-626f-a527-af0614c374d2
Azelate,resolved,dae8e667-770c-5d34-a381-8fd25179bc58,has_participant,association,metatlas,1,object,"Transport of Azelaic Acid (C08261, Azelate), Extracellular",Transport:OM:0035,d2d0c2e461f2df1c81dc1aa34ab4fd00,2,"Transport of Azelaic Acid (C08261, Azelate), Extracellular",has_participant,azelaic acid,e18177b1-8f9d-d919-4466-cd94ae4e93a2
Azelate,resolved,dae8e667-770c-5d34-a381-8fd25179bc58,transforms_to,interaction,metatlas,1,subject_and_object,azelaic acid,Chemical:OM:0037,BDJRBEYXGGNYIS-UHFFFAOYSA-N,1,azelaic acid,transforms_to,azelaic acid,f78b082f-4c97-7af3-75b9-14fca7d173a6
Azelate,resolved,dae8e667-770c-5d34-a381-8fd25179bc58,associated_with,association,pfocr,1,object,A working hypothesis of the association between critical metabolites across the mammary gland for milk synthesis,Cv Term:OM:0012,4244f485da0af06b16b44afb4ec7f85e,1,A working hypothesis of the association between critical metabolites across the mammary gland for milk synthesis,associated_with,azelaic acid,a9829500-a5c6-2c65-cee9-9a1534cb1628
Azelate,resolved,dae8e667-770c-5d34-a381-8fd25179bc58,associated_with,association,pfocr,1,object,Azelaic Acid: A Bio-Based Building Block for Biodegradable Polymers,Cv Term:OM:0012,29d5b7bdbcc61e52325ec1ce5bba5a39,1,Azelaic Acid: A Bio-Based Building Block for Biodegradable Polymers,associated_with,azelaic acid,5fa2a1c6-baf2-c462-50de-5fdb94a66a0e
Azelate,resolved,dae8e667-770c-5d34-a381-8fd25179bc58,associated_with,association,pfocr,1,object,Combined network analysis of metabolites and lipids,Cv Term:OM:0012,1f64b67f1ccff8a1f739988c094903be,1,Combined network analysis of metabolites and lipids,associated_with,azelaic acid,49c4d90b-f335-4266-8f78-7e8d891e99cd
Azelate,resolved,dae8e667-770c-5d34-a381-8fd25179bc58,associated_with,association,pfocr,1,object,Comparative Metagenomics and Metabolomes Reveals Abnormal Metabolism Activity Is Associated with Gut Microbiota in Alzheimer’s Disease Mice,Cv Term:OM:0012,7e90982ac9299b349db09975aad4c196,1,Comparative Metagenomics and Metabolomes Reveals Abnormal Metabolism Activity Is Associated with Gut Microbiota in Alzheimer’s Disease Mice,associated_with,azelaic acid,6bf9af80-6df6-b74b-e5e2-10e2e2b45f27
Azelate,resolved,dae8e667-770c-5d34-a381-8fd25179bc58,associated_with,association,pfocr,1,object,Metabolic pathways and relative levels of metabolites in cucumbers from two different soils,Cv Term:OM:0012,a5f1c58a660c939f81091dc61984b901,1,Metabolic pathways and relative levels of metabolites in cucumbers from two different soils,associated_with,azelaic acid,a6061b1a-3978-9c17-1724-e2498e5b99fa
Azelate,resolved,dae8e667-770c-5d34-a381-8fd25179bc58,associated_with,association,pfocr,1,object,Selected features and functions,Cv Term:OM:0012,6afbe51ff412d7cb160ca4693fc6d3ac,1,Selected features and functions,associated_with,azelaic acid,c9ae4ba4-a8dd-104c-2ccd-c647ccc82d99
Azelate,resolved,dae8e667-770c-5d34-a381-8fd25179bc58,interacts_with,interaction,stitch,1,subject,3-oxo-5-beta-steroid 4-dehydrogenase,Protein:MI:0326,P51857,1,azelaic acid,interacts_with,3-oxo-5-beta-steroid 4-dehydrogenase,274bfc27-15a0-4857-87dc-2ab3f1ac6a3f
Azelate,resolved,dae8e667-770c-5d34-a381-8fd25179bc58,interacts_with,interaction,stitch,1,subject,TYR,Protein:MI:0326,P14679,1,azelaic acid,interacts_with,TYR,0d63cdf6-80ce-5dbd-177d-ecd6057f13c2
Azelate,resolved,dae8e667-770c-5d34-a381-8fd25179bc58,interacts_with,interaction,stitch,1,subject,Tyr,Protein:MI:0326,P11344,2,azelaic acid,interacts_with,Tyr,2ffc1317-8398-c6a4-a097-2a1dc962668e
Azelate,resolved,dae8e667-770c-5d34-a381-8fd25179bc58,negatively_regulates,interaction,stitch,1,subject,3-oxo-5-beta-steroid 4-dehydrogenase,Protein:MI:0326,P51857,1,azelaic acid,negatively_regulates,3-oxo-5-beta-steroid 4-dehydrogenase,bd17e01d-91e5-390c-2d79-d711ee157899
Azelate,resolved,dae8e667-770c-5d34-a381-8fd25179bc58,negatively_regulates,interaction,stitch,1,subject,TYR,Protein:MI:0326,P14679,1,azelaic acid,negatively_regulates,TYR,0b9881de-9cbb-755c-ebef-90e92970858d
Azelaic acid (PTF52203),unresolved,834f4132-7b63-4502-d458-6dc442371796,has_member,association,ptfi,1,object,Monterey Jack cheese flavoured with chili flakes,Food:OM:0020,db951d82faf2cbf38c7981d7b0119ac9,1,Monterey Jack cheese flavoured with chili flakes,has_member,Azelaic acid (PTF52203),9c38cffd-9096-b0f6-8718-1f613fb02761
Azelaic acid (PTF52203),unresolved,834f4132-7b63-4502-d458-6dc442371796,has_member,association,ptfi,1,object,alaria (dried),Food:OM:0020,5cd162172669b7489fe1dca3482de3ec,1,alaria (dried),has_member,Azelaic acid (PTF52203),5583dcfa-ae4f-de04-4aca-a9c8c10dee66
Azelaic acid (PTF52203),unresolved,834f4132-7b63-4502-d458-6dc442371796,has_member,association,ptfi,1,object,almond kernel (raw),Food:OM:0020,344f96c8c19ff52ab8201a8c46eac490,1,almond kernel (raw),has_member,Azelaic acid (PTF52203),3e1cd18a-e97f-c1a0-c202-58849dad1c81
Azelaic acid (PTF52203),unresolved,834f4132-7b63-4502-d458-6dc442371796,has_member,association,ptfi,1,object,almond milk,Food:OM:0020,cce588db680d27a34cc14d9e9f895d3d,1,almond milk,has_member,Azelaic acid (PTF52203),52ac4f67-4127-062a-d74e-3174aec34d85
Azelaic acid (PTF52203),unresolved,834f4132-7b63-4502-d458-6dc442371796,has_member,association,ptfi,1,object,apricot (dried),Food:OM:0020,864c9a0505974d62f1ccc8e1d027cad6,1,apricot (dried),has_member,Azelaic acid (PTF52203),1a5c22cb-cb03-336b-d76b-82cb38b59370
Azelaic acid (PTF52203),unresolved,834f4132-7b63-4502-d458-6dc442371796,has_member,association,ptfi,1,object,artichoke head (raw),Food:OM:0020,cec5538878356662113480e372e27ef0,1,artichoke head (raw),has_member,Azelaic acid (PTF52203),43fc6385-a2bc-24f7-d0f0-0e8e932a60a3
Azelaic acid (PTF52203),unresolved,834f4132-7b63-4502-d458-6dc442371796,has_member,association,ptfi,1,object,asparagus spear (raw),Food:OM:0020,e80523afdb6ce93ad501e0308f6f7237,1,asparagus spear (raw),has_member,Azelaic acid (PTF52203),6167b4c3-c79d-1086-d04e-0bb4b9708213
Azelaic acid (PTF52203),unresolved,834f4132-7b63-4502-d458-6dc442371796,has_member,association,ptfi,1,object,bee pollen,Food:OM:0020,8292518808966d137d00889e4b838673,1,bee pollen,has_member,Azelaic acid (PTF52203),7864e6e0-74a7-d6c8-807d-0b4b1c7a3362
Azelaic acid (PTF52203),unresolved,834f4132-7b63-4502-d458-6dc442371796,has_member,association,ptfi,1,object,beef heart (raw),Food:OM:0020,d056945bf772ccb51f516a775512c338,1,beef heart (raw),has_member,Azelaic acid (PTF52203),2246da4e-467c-34ff-6bc6-20fb52ef829a
Azelaic acid (PTF52203),unresolved,834f4132-7b63-4502-d458-6dc442371796,has_member,association,ptfi,1,object,beef liver (raw),Food:OM:0020,28f38a30e4aff47acdc24ece965830ca,1,beef liver (raw),has_member,Azelaic acid (PTF52203),8ed5fa7c-a7eb-e76e-c2a7-9450d73b7f6b
Azelaic acid (PTF52203),unresolved,834f4132-7b63-4502-d458-6dc442371796,has_member,association,ptfi,1,object,"beef rib (prime grade, raw)",Food:OM:0020,0311c479d739d50dafe4982b6e122877,1,"beef rib (prime grade, raw)",has_member,Azelaic acid (PTF52203),e8aa73a4-e2db-71ca-a660-d8f602d14620
Azelaic acid (PTF52203),unresolved,834f4132-7b63-4502-d458-6dc442371796,has_member,association,ptfi,1,object,bilberry (dried),Food:OM:0020,e17183d8dad3807bb4587eba784740b9,1,bilberry (dried),has_member,Azelaic acid (PTF52203),d4b3186c-fb1f-474e-d4bf-8a9f75af5788
Azelaic acid (PTF52203),unresolved,834f4132-7b63-4502-d458-6dc442371796,has_member,association,ptfi,1,object,black olive (canned),Food:OM:0020,a006d8d3ec748ad438e421516b515493,1,black olive (canned),has_member,Azelaic acid (PTF52203),39d7ad46-f57b-9874-de47-2b5fa4486641
Azelaic acid (PTF52203),unresolved,834f4132-7b63-4502-d458-6dc442371796,has_member,association,ptfi,1,object,black turtle bean (dried),Food:OM:0020,663fdb46c6e7f49b773a7e20ed39a127,1,black turtle bean (dried),has_member,Azelaic acid (PTF52203),cb724059-0278-5d80-18a8-e65850b12336
Azelaic acid (PTF52203),unresolved,834f4132-7b63-4502-d458-6dc442371796,has_member,association,ptfi,1,object,black walnut (raw),Food:OM:0020,cf9f7df77bc80d06eda994409b672457,1,black walnut (raw),has_member,Azelaic acid (PTF52203),62ebe719-e389-cf40-d2f4-8f1bc414b887
Azelaic acid (PTF52203),unresolved,834f4132-7b63-4502-d458-6dc442371796,has_member,association,ptfi,1,object,blackeyed pea (raw),Food:OM:0020,8ce60060cf946d791a55d34a4ace7569,1,blackeyed pea (raw),has_member,Azelaic acid (PTF52203),5b9275cc-be1f-d58f-7ae2-49b83a1e661c
Azelaic acid (PTF52203),unresolved,834f4132-7b63-4502-d458-6dc442371796,has_member,association,ptfi,1,object,bok choy rosette,Food:OM:0020,5ac3e4f066356614c96516d57054d6d3,1,bok choy rosette,has_member,Azelaic acid (PTF52203),70108c84-5f8c-51f2-7a72-778fc3d85ea1
Azelaic acid (PTF52203),unresolved,834f4132-7b63-4502-d458-6dc442371796,has_member,association,ptfi,1,object,boysenberry (frozen),Food:OM:0020,6693def98dc00fa4b6c070231ac21f84,1,boysenberry (frozen),has_member,Azelaic acid (PTF52203),ae604e30-456e-7554-21b8-276656dc9c71
Azelaic acid (PTF52203),unresolved,834f4132-7b63-4502-d458-6dc442371796,has_member,association,ptfi,1,object,brown lentil (dried),Food:OM:0020,9501595cf55cd1be167e3bb49f007adf,1,brown lentil (dried),has_member,Azelaic acid (PTF52203),02700d8c-607a-2e58-4542-8ef4bdbd1e91
Azelaic acid (PTF52203),unresolved,834f4132-7b63-4502-d458-6dc442371796,has_member,association,ptfi,1,object,brown mushroom (raw),Food:OM:0020,598ddcfd1f6bfb06c1f79f1e1cbe79f7,1,brown mushroom (raw),has_member,Azelaic acid (PTF52203),9c20d7f6-d781-2139-5b52-7c39cd4f0558
Azelaic acid (PTF52203),unresolved,834f4132-7b63-4502-d458-6dc442371796,has_member,association,ptfi,1,object,buckwheat flour,Food:OM:0020,3b293d832d39f845be02b987a8ad2da3,1,buckwheat flour,has_member,Azelaic acid (PTF52203),336a8c40-1ff4-fdc4-b8f8-47ef547f2406
Azelaic acid (PTF52203),unresolved,834f4132-7b63-4502-d458-6dc442371796,has_member,association,ptfi,1,object,butter (unsalted),Food:OM:0020,bc5fa730bd527ab397a9d48e6e0d5f4a,1,butter (unsalted),has_member,Azelaic acid (PTF52203),0d00e5ea-b76d-a5fa-b6de-3268e44e4c33
Azelaic acid (PTF52203),unresolved,834f4132-7b63-4502-d458-6dc442371796,has_member,association,ptfi,1,object,california blackberry (frozen),Food:OM:0020,0221527cf67755aa68945fef4cdb05ba,1,california blackberry (frozen),has_member,Azelaic acid (PTF52203),7d20a5a2-2d24-7eb2-939e-cb1768e6a13e
Azelaic acid (PTF52203),unresolved,834f4132-7b63-4502-d458-6dc442371796,has_member,association,ptfi,1,object,canary bean (raw),Food:OM:0020,6356ea18a2e816dbcfed5e85390b6240,1,canary bean (raw),has_member,Azelaic acid (PTF52203),45f94642-7676-c717-a21a-88db3e4b6762
Azelaic acid (PTF52203),unresolved,834f4132-7b63-4502-d458-6dc442371796,has_member,association,ptfi,1,object,carrot root (peeled),Food:OM:0020,048d4ab423cc7d795d9b17e262af009a,1,carrot root (peeled),has_member,Azelaic acid (PTF52203),6f1645ab-d9e2-7729-e3e3-9e4cbdbadb81
Azelaic acid (PTF52203),unresolved,834f4132-7b63-4502-d458-6dc442371796,has_member,association,ptfi,1,object,celery heart (raw),Food:OM:0020,a1a75fdf628ee18bd782c573a54ee002,1,celery heart (raw),has_member,Azelaic acid (PTF52203),9c4ca5d9-b2ab-4b26-b429-291ef59a7b0a
Azelaic acid (PTF52203),unresolved,834f4132-7b63-4502-d458-6dc442371796,has_member,association,ptfi,1,object,celtuce stem (raw),Food:OM:0020,e0571c9e31032fe2e149c70b3b791ef8,1,celtuce stem (raw),has_member,Azelaic acid (PTF52203),2b3e9caa-8283-8102-086b-6d5f11ebb218
Azelaic acid (PTF52203),unresolved,834f4132-7b63-4502-d458-6dc442371796,has_member,association,ptfi,1,object,cheddar cheese (mild),Food:OM:0020,fa1347c79d6d9950808b29cd765d6f49,1,cheddar cheese (mild),has_member,Azelaic acid (PTF52203),b3a9ede2-b9bf-c7a8-1aa2-955ddf3045b7
Azelaic acid (PTF52203),unresolved,834f4132-7b63-4502-d458-6dc442371796,has_member,association,ptfi,1,object,chestnut (raw),Food:OM:0020,c11c6d6445ccc4d795b85f338d44f39e,1,chestnut (raw),has_member,Azelaic acid (PTF52203),831cf3ff-e62f-9472-44c1-77e5120e1233
Azelaic acid (PTF52203),unresolved,834f4132-7b63-4502-d458-6dc442371796,has_member,association,ptfi,1,object,chicken breast (raw),Food:OM:0020,21cb04538c1141313edb4bf3be619804,1,chicken breast (raw),has_member,Azelaic acid (PTF52203),83332143-ac1e-ba92-bd7f-9664240117ce
Azelaic acid (PTF52203),unresolved,834f4132-7b63-4502-d458-6dc442371796,has_member,association,ptfi,1,object,chicken egg,Food:OM:0020,3071a4b83ddf41ca8a623f82dd1af0c5,1,chicken egg,has_member,Azelaic acid (PTF52203),c715fa9e-4705-3fdd-ef47-080eb191ed36
Azelaic acid (PTF52203),unresolved,834f4132-7b63-4502-d458-6dc442371796,has_member,association,ptfi,1,object,chokeberry (frozen),Food:OM:0020,6a348594605e3d45bcdfd017903f3fc3,1,chokeberry (frozen),has_member,Azelaic acid (PTF52203),efcdb943-c9a3-f2cc-15c7-b4a4871c6c95
Azelaic acid (PTF52203),unresolved,834f4132-7b63-4502-d458-6dc442371796,has_member,association,ptfi,1,object,cinnamon (ground),Food:OM:0020,651f2acbc54700ddad32b0966557341d,1,cinnamon (ground),has_member,Azelaic acid (PTF52203),4f91fe4a-be06-aa92-6703-724e6738bdb8
Azelaic acid (PTF52203),unresolved,834f4132-7b63-4502-d458-6dc442371796,has_member,association,ptfi,1,object,cowpea (raw),Food:OM:0020,0ab1e4f18346cddd209c609a1425d04d,1,cowpea (raw),has_member,Azelaic acid (PTF52203),4f5ea749-e262-00a8-4378-2075d82bc1f6
Azelaic acid (PTF52203),unresolved,834f4132-7b63-4502-d458-6dc442371796,has_member,association,ptfi,1,object,cricket powder,Food:OM:0020,6b37cf0e380eec406011187bed96c002,1,cricket powder,has_member,Azelaic acid (PTF52203),92f093d7-c697-2a2c-3e7c-bff128721584
Azelaic acid (PTF52203),unresolved,834f4132-7b63-4502-d458-6dc442371796,has_member,association,ptfi,1,object,cucumber (raw),Food:OM:0020,bdf9a6f29fd1fbdaf8f4d020336462ce,1,cucumber (raw),has_member,Azelaic acid (PTF52203),9dd63e5b-89ba-5445-8911-e39bbe56d8ce
Azelaic acid (PTF52203),unresolved,834f4132-7b63-4502-d458-6dc442371796,has_member,association,ptfi,1,object,delicata squash,Food:OM:0020,576d944b162b86048fcd532d2388b07b,1,delicata squash,has_member,Azelaic acid (PTF52203),e544cf1c-32a5-d4ec-002d-3bd91f5c45d1
Azelaic acid (PTF52203),unresolved,834f4132-7b63-4502-d458-6dc442371796,has_member,association,ptfi,1,object,dogwood berry (raw),Food:OM:0020,3afc7615990ab9f0e098b9c0d8976bf7,1,dogwood berry (raw),has_member,Azelaic acid (PTF52203),60e32c2c-284b-e9ab-8587-6f4b67064a57
Azelaic acid (PTF52203),unresolved,834f4132-7b63-4502-d458-6dc442371796,has_member,association,ptfi,1,object,duck egg,Food:OM:0020,a883ab67d3a1554a51bb40a3d074d415,1,duck egg,has_member,Azelaic acid (PTF52203),ad4900fc-34a0-bf89-9f5e-edbeaa4bda22
Azelaic acid (PTF52203),unresolved,834f4132-7b63-4502-d458-6dc442371796,has_member,association,ptfi,1,object,dulse (dried),Food:OM:0020,76ccb607252345e1befbe75d05bbc05f,1,dulse (dried),has_member,Azelaic acid (PTF52203),eb4bc34e-f769-d40e-6896-472faf405774
